Wall time,Step,Value
1598792856.652898,0,0.8594551086425781
1598792915.63078,1,0.18631434440612793
1598792961.374251,2,0.7388208508491516
1598793015.820716,3,1.336256742477417
1598793066.763334,4,1.4793130159378052
1598793145.840729,5,0.6999654173851013
1598793221.384292,6,0.8254155516624451
1598793310.728827,7,1.0423654317855835
1598793350.505891,8,-1.0436515808105469
1598793404.272612,9,1.5168808698654175
1598793457.750078,10,1.2861818075180054
1598793511.716,11,1.7180510759353638
1598793565.648977,12,0.8689833283424377
1598793618.416081,13,1.497209906578064
1598793663.315505,14,2.309096097946167
1598793710.370721,15,1.3589504957199097
1598793771.004175,16,1.264129400253296
1598793816.74829,17,1.5939444303512573
1598793862.459306,18,2.2181284427642822
1598793889.32568,19,-0.3174312114715576
1598793937.269877,20,1.5983695983886719
1598793997.691688,21,1.5874292850494385
1598794037.491654,22,2.013145685195923
1598794089.625133,23,1.9109739065170288
1598794136.068716,24,1.6131385564804077
1598794189.591355,25,1.4952070713043213
1598794243.801896,26,0.9364000558853149
1598794267.212703,27,2.317161798477173
1598794328.512825,28,1.7449003458023071
1598794388.234686,29,1.289225697517395
1598794449.401629,30,1.8721040487289429
1598794510.356147,31,1.246368169784546
1598794569.489252,32,1.0613418817520142
1598794616.588937,33,1.2494169473648071
1598794654.322844,34,2.298543691635132
1598794700.111238,35,1.5050959587097168
1598794752.811023,36,1.329599380493164
1598794806.944135,37,1.0615506172180176
1598794860.266377,38,1.1926469802856445
1598794918.987281,39,1.4637409448623657
1598794973.821467,40,1.4379905462265015
1598795020.977336,41,1.6905080080032349
1598795067.198452,42,1.9451251029968262
1598795113.610364,43,1.6162735223770142
1598795173.531614,44,1.3523731231689453
1598795226.253875,45,1.989233136177063
1598795278.609543,46,1.7514277696609497
1598795330.953619,47,1.7933622598648071
1598795398.286778,48,0.7336631417274475
1598795445.341386,49,1.5398167371749878
1598795498.719686,50,1.2344920635223389
1598795559.075261,51,1.463778018951416
1598795611.652316,52,1.2599883079528809
1598795658.829903,53,1.788938283920288
1598795705.02957,54,1.6801203489303589
1598795764.774073,55,2.09623646736145
1598795810.763177,56,1.78411865234375
1598795864.051232,57,1.1769745349884033
1598795922.984865,58,1.5937938690185547
1598795961.706526,59,2.080181360244751
1598796019.483988,60,1.7154866456985474
1598796076.662307,61,0.8305073976516724
1598796122.706325,62,1.8323194980621338
1598796167.895319,63,1.5960185527801514
1598796213.561374,64,2.009533166885376
1598796256.128546,65,2.1639795303344727
1598796302.416939,66,1.8488613367080688
1598796349.972809,67,1.289780616760254
